37.86634190316275,-122.2674921388345,37.8663443,-122.267158,oYSoKPWbvWw6MGcKKaI5MA,2022-08,
37.86656748989983,-122.268610052119,37.8663443,-122.26852558930175,jh0q3lgFuJV76gg5A4ckMg,2022-08,
37.86634190316275,-122.2674921388345,37.8663443,-122.26743151786035,oYSoKPWbvWw6MGcKKaI5MA,2022-08,
37.86651077270928,-122.2690695718269,37.8663443,-122.26907262502245,O--69OCc1jl_LEQMtr-5rA,2022-08,
37.86634296561402,-122.2678383833966,37.8663443,-122.26797855358105,BlKgrReM4Q1P-JmZ_N9qTQ,2021-01,
37.86636467072756,-122.2677032953621,37.8663443,-122.2677050357207,1h9nz97nrpGne9OUj4MVMw,2022-08,
37.86635237117073,-122.2724370725099,37.8663443,-122.27290187506735,OjPeuX-mbInE_O4XYPjDIQ,2022-08,
37.86660909436148,-122.2682723774279,37.8663443,-122.2682520714414,4O-s7vXpEzvkQBhsBfzrSg,2022-08,
37.8663443,-122.27180780362595,37.8663443,-122.27180780362595,None,None,ZERO_RESULTS
37.86635237117073,-122.2724370725099,37.8663443,-122.27126076790525,OjPeuX-mbInE_O4XYPjDIQ,2022-08,
37.86635237117073,-122.2724370725099,37.8663443,-122.2715342857656,OjPeuX-mbInE_O4XYPjDIQ,2022-08,
37.86635237117073,-122.2724370725099,37.8663443,-122.2709872500449,OjPeuX-mbInE_O4XYPjDIQ,2022-08,
37.86635237117073,-122.2724370725099,37.8663443,-122.27235483934665,OjPeuX-mbInE_O4XYPjDIQ,2022-08,
37.86638668077482,-122.2701569208289,37.8663443,-122.2704402143242,b3yOf152hbANc3g7OpMKrg,2019-01,
37.86638668077482,-122.2701569208289,37.8663443,-122.27071373218455,b3yOf152hbANc3g7OpMKrg,2019-01,
37.86653929093455,-122.2688383410654,37.8663443,-122.2687991071621,MfIciOSTXc1Z_uYYyu5xHw,2022-08,
37.86624552941776,-122.2747202905787,37.8663443,-122.2742694643691,SnaaX7ZH6LKORC7AZhkcPw,2020-03,
37.86646819013984,-122.2694149458805,37.8663443,-122.2693461428828,936Tk1-IaqIpXJw8p5Ro9g,2022-08,
37.86635237117073,-122.2724370725099,37.8663443,-122.272628357207,OjPeuX-mbInE_O4XYPjDIQ,2022-08,
37.86624552941776,-122.2747202905787,37.8663443,-122.2748165000898,SnaaX7ZH6LKORC7AZhkcPw,2020-03,
37.86624552941776,-122.2747202905787,37.8663443,-122.27454298222945,SnaaX7ZH6LKORC7AZhkcPw,2020-03,
37.86630633137135,-122.2778621124187,37.8663443,-122.27782519655365,LyNGOaOMEcgTJ_tuKVycVA,2022-08,
37.86624552941776,-122.2747202905787,37.8663443,-122.27509001795015,SnaaX7ZH6LKORC7AZhkcPw,2020-03,
37.86635237117073,-122.2724370725099,37.8663443,-122.2720813214863,OjPeuX-mbInE_O4XYPjDIQ,2022-08,
37.86637474245881,-122.2773227619695,37.8663443,-122.27727816083295,IDIIR46Fv5Q_6qOtbvuiyA,2022-08,
37.86659265617584,-122.2677262283205,37.866614,-122.2677050357207,zHTGQTKKUhy2FvVL0MFU9w,2022-08,
37.86925515213404,-122.2750553488182,37.86931099999997,-122.27454298222945,tGSmfO0srOaAGpaoGF1wdQ,2020-03,
37.86651077270928,-122.2690695718269,37.866614,-122.26907262502245,O--69OCc1jl_LEQMtr-5rA,2022-08,
37.86644348421965,-122.2767678330086,37.8663443,-122.27673112511225,8Ia2VQkQQe-jq__-6dxKlA,2022-08,
37.86660909436148,-122.2682723774279,37.866614,-122.2682520714414,4O-s7vXpEzvkQBhsBfzrSg,2022-08,
37.86629074590135,-122.2770486293281,37.8663443,-122.2770046429726,Hsas_m3M3lh4Hn2aoH0OIw,2022-08,
37.86664272574728,-122.2680028080631,37.866614,-122.26797855358105,yjvSgsBv77JLJUKeIi_R0Q,2022-08,
37.86672479028049,-122.2673965124825,37.866614,-122.26743151786035,WW_B32iYp33KVWR25dkqCA,2022-08,
37.86648219426686,-122.2693012347773,37.866614,-122.2693461428828,fR-Paw44pPNo5r5MLBrQnw,2022-08,
37.86925515213404,-122.2750553488182,37.86931099999997,-122.2748165000898,tGSmfO0srOaAGpaoGF1wdQ,2020-03,
37.86675498240184,-122.2671669223474,37.866614,-122.267158,9Tuy8DLv8o3ZfB-ieWNbuA,2022-08,
37.86653929093455,-122.2688383410654,37.866614,-122.2687991071621,MfIciOSTXc1Z_uYYyu5xHw,2022-08,
37.86633589500474,-122.2735837499449,37.8663443,-122.2731753929277,dPlM47PlxflwJOMtC-fh-g,2022-08,
37.86633589500474,-122.2735837499449,37.8663443,-122.2737224286484,dPlM47PlxflwJOMtC-fh-g,2022-08,
37.86633589500474,-122.2735837499449,37.8663443,-122.27344891078805,dPlM47PlxflwJOMtC-fh-g,2022-08,
37.86644037413,-122.2696405504267,37.8663443,-122.26961966074315,MmTM6qL8rQirAMKoYcfXiw,2022-08,
37.86633589500474,-122.2735837499449,37.8663443,-122.27399594650875,dPlM47PlxflwJOMtC-fh-g,2022-08,
37.86644037413,-122.2696405504267,37.866614,-122.26961966074315,MmTM6qL8rQirAMKoYcfXiw,2022-08,
37.866614,-122.27180780362595,37.866614,-122.27180780362595,None,None,ZERO_RESULTS
37.86641336757111,-122.2698592314775,37.8663443,-122.2698931786035,gFC6-r1QZWNbxwrvoCdRQg,2022-08,
37.86690359367325,-122.2702133432517,37.866614,-122.27126076790525,dmZzXh8XRGZ3-v6wW-5Kmw,2022-08,
37.86925594782748,-122.2761767305385,37.86931099999997,-122.27563705367085,24gtKFv0Urw8CyveyEGohA,2022-08,
37.86641336757111,-122.2698592314775,37.866614,-122.2698931786035,gFC6-r1QZWNbxwrvoCdRQg,2022-08,
37.86925594782748,-122.2761767305385,37.86931099999997,-122.2759105715312,24gtKFv0Urw8CyveyEGohA,2022-08,
37.86689353998109,-122.2732189190404,37.866614,-122.2731753929277,YYx93obgG9wk_IevVYdnBA,2022-08,
37.86660620891406,-122.2754700165427,37.8663443,-122.2753635358105,XD0I8T9IDPZtZmILeBPsGQ,2022-08,
37.86660947841974,-122.2736146428269,37.866614,-122.2737224286484,jMekTzNHNvjX39UE135WBQ,2022-08,
37.86660947841974,-122.2736146428269,37.866614,-122.27344891078805,jMekTzNHNvjX39UE135WBQ,2022-08,
37.86675122629401,-122.274342569992,37.866614,-122.2742694643691,Ujs0kAU2H25BvVnIz82gpQ,2022-08,
